"","tweets","sentiment","date","at_dummy"
"232","i hate studying!!!!!!! exams suck! ",0,"Sun Jun 07 18:41:04 PDT 2009",0
"233","@aweinke tool I know a furlough is...I am asking people in UC if that is what is coming down the pipeline or not.  Sweet job ",0,"Thu Jun 18 19:33:36 PDT 2009",1
"234","@robert_langdon i did and i will be wearing it on conference floor i Tassie if i get it by then ",4,"Mon Jun 01 23:28:05 PDT 2009",1
"235","@greggarbo I'm ur 23800th follower! Hahahaha ",4,"Tue Jun 02 09:30:40 PDT 2009",1
"236","I HAAAAAAAAAAAAAAAAATE physics with a passion...it's currently sucking out my soul with this homework assignment ",0,"Sat Jun 06 17:24:49 PDT 2009",0
"237","I've just ordered tickets to see Rhys Darby &amp; Simon Amstell at this years Edinburgh Fringe Festival!!  WHOOP!",4,"Tue Jun 16 01:46:39 PDT 2009",0
"238","@curious1966 got to stop buying that stuff ",4,"Tue Jun 02 07:59:53 PDT 2009",1
"239","@jimmyfallon so this is this a PRE-natal response ",4,"Fri Jun 05 08:56:09 PDT 2009",1
"240","@postsecret my goal for summer? To lose the 25lbs I gained back after I lost 70 ",0,"Sat Jun 20 10:38:23 PDT 2009",1
"241","@teresanguyen Just did ",4,"Sun May 03 16:39:00 PDT 2009",1
"242","@caninez haha I should! I just have to find a empty place to put it.. 'cept the neighborhood I would live in.. doesn't have any ",0,"Mon Apr 20 01:10:00 PDT 2009",1
"243","why is my playcount on lastfm all wrong ",0,"Mon Jun 01 04:29:22 PDT 2009",0
"244","Im in class ",0,"Mon Jun 01 18:01:29 PDT 2009",0
"245","ClarissaWheezy, came over  can't wait till June 19, 2009. LIVE! one night only.",4,"Fri Jun 05 16:04:09 PDT 2009",0
"246","Had a beautiful day at the beach, soon going to the pool ",4,"Fri May 22 07:43:56 PDT 2009",0
"247","All in all an epic weekend. Still exhausted and my legs are about to fall off, but brilliant fun all the same. Except for a tick bite ",0,"Mon May 04 02:51:34 PDT 2009",0
"248","@OSKEENO hope everything is ok?! hope you are out of the emergency room soon ",4,"Sun Jun 07 09:23:15 PDT 2009",1
"249","My lil sis just rained on my parade ",0,"Tue Jun 16 10:32:22 PDT 2009",0
"250","Gettin ready for some dinner at Mai Tai! Saying goodbye to some awesome friends on their way to Japan ",0,"Thu Jun 18 14:54:56 PDT 2009",0
"251","@kristianhouse I even won some VIP tickets yesterday but there's no way I can get there in time  Gutted! Work those Halfords boys over!",0,"Thu Jun 25 03:57:11 PDT 2009",1
"252","- today's Grand Rounds brought me back to my Physiology and Cell Hell days ",0,"Fri Jun 19 14:44:36 PDT 2009",0
"253","i want to go to the jonas brothers concert, but a cant  very very upset.  ",0,"Sun May 03 05:43:35 PDT 2009",0
"254","Woooohoooo day off! ",4,"Sun May 31 06:59:44 PDT 2009",0
"255","@killachef I dont have no brain food  I think thats why I cant sleep",0,"Tue Jun 02 00:50:34 PDT 2009",1
"256","@tommcfly come back to brazil haha ",0,"Sat Jun 06 10:20:59 PDT 2009",1
"257","angie i need you to send me train info.  please come online today.",0,"Sat May 02 06:46:33 PDT 2009",0
"258","thinks she has Twitter all figured out now... ",4,"Sun Jun 07 09:53:29 PDT 2009",0
"259","is finally bunkin in her place tomorrow night.. can't wait to sleep on a matress ",4,"Fri Jun 05 23:39:19 PDT 2009",0
"260","i think my patient button needs to be rebooted.  Or I need to whip/spank someone.  ",4,"Mon May 18 06:32:35 PDT 2009",0
"261","@JUNGLEJADE  that sucks!! xxx",0,"Tue Jun 16 09:26:38 PDT 2009",1
"262","Squeaky clean after a shower  About to do some work on the keys, getting close to finishing the pilot for my cookbook!!! - Chef Schmidt",4,"Fri Jun 05 13:32:37 PDT 2009",0
"263","@jordanknight i knowww! i wanna go back to bed too ",0,"Tue Jun 02 05:28:33 PDT 2009",1
"264","@quietcompanytx I am In town.  I will most likely be there!! ",4,"Mon Jun 15 20:00:39 PDT 2009",1
"265","@Cathea it's LLOYD who'll be next to you and he's going to rock your world and party all over your body YEZZIR! ",4,"Sun May 31 13:12:40 PDT 2009",1
"266","Auditions thurs &amp; sat already. Sadly, don't pay ",0,"Tue Jun 23 12:38:22 PDT 2009",0
"267","RYEEE. Ahha, HAIIIII  OMG, YES! &gt;;D Next time I'm on aim, for sure ;) Right now, i'm doing a project &gt;.&lt; Teeheee.",4,"Sun May 17 11:30:55 PDT 2009",0
"268","Work tonite ",0,"Sat May 30 11:11:10 PDT 2009",0
"269","@jonasbrothers http://twitpic.com/6q1om - cool pic. what were u guys doing there?? u do everything that's awsome ",4,"Fri Jun 05 21:44:23 PDT 2009",1
"270","@Mania_59 cuz you have &quot;responsibilty&quot; and you can't entirely clear your conscience with sleep and the innocence of childhood anymore ",0,"Mon Jun 15 18:49:58 PDT 2009",1
"271","literally running here, really off now .  xoxo",4,"Thu Jun 04 13:18:46 PDT 2009",0
"272","Twitpic from blackberry no work ",0,"Thu Jun 04 13:24:11 PDT 2009",0
"273","@randomblonde thank you!  it's sunny and windy but dry at the moment... Hope it stays that way!",4,"Sun Jun 07 03:20:27 PDT 2009",1
"274","says I can hardly believe that today is the last day of my summer vacation!  http://plurk.com/p/rixjp",0,"Sun May 03 04:04:38 PDT 2009",0
"275","Putting all of my websites on the wayback machine run by archive.org. ",4,"Tue Jun 02 07:04:35 PDT 2009",0
"276","just got cayleigh's letter from melbourne in the mail and having a cry because i miss her way too much! ",0,"Thu Jun 18 21:15:08 PDT 2009",0
"277","Has a really sore throat ",0,"Fri May 22 00:05:02 PDT 2009",0
"278","ahhh I can't sleep. Somebody sing me a lullaby or something ",0,"Sat Jun 06 00:42:09 PDT 2009",0
"279","Math Tests all day  Time to relax Lol ",0,"Fri Jun 05 12:52:05 PDT 2009",0
"280","@HappyHousewife  oh no ",0,"Mon Jun 15 09:23:40 PDT 2009",1
"281","is feeling a bit rough after a relatively restless night ",0,"Mon Jun 01 00:28:34 PDT 2009",0
"282","@johncmayer Robert Pattinson  is ugly and you're hot. There's a difference. Going back to bed Nani woke me up. ",0,"Wed Jun 17 05:54:14 PDT 2009",1
"283","wingedchild: is laughing at you who are STILL at school. ",4,"Fri May 29 14:28:31 PDT 2009",0
"284","@jenaeh glad you like our videos!! ",4,"Sun May 10 18:31:14 PDT 2009",1
"285","@hotlantabuzz • *blushing* Me too, me too!!!  Hahahaha",4,"Mon Jun 15 20:31:04 PDT 2009",1
"286","@Jeejaaay Actually, it's not yet out. Sa June 2 pa. But, you can pre-order from DataBlitz. They have some free stuff if you pre-order. ",4,"Fri May 29 14:28:26 PDT 2009",1
"287","@Robbomills Be in Control - Get a Puppet   How are you tonight?",4,"Fri May 29 13:52:07 PDT 2009",1
"288","@ChaskaCheese Yeh episode one of the new season (2) of true blood came out today ",4,"Mon Jun 15 03:52:14 PDT 2009",1
"289","Hey Tweets Follow @MileyMandyTeam  thanks x",4,"Mon Jun 01 15:39:19 PDT 2009",1
"290","I'm tired. I have two choice now. Do physics or sleep....mmm. Its a clear answer. Good nite ",4,"Sun May 31 09:17:05 PDT 2009",0
"291","hey@Afy ice cream sounds good right now  ♫ http://blip.fm/~8b6m6",4,"Tue Jun 16 02:45:07 PDT 2009",1
"292","Going to get out of bed now, eat then hit the basement ",4,"Mon Jun 01 03:42:48 PDT 2009",0
"293","With hunter and miranda ",4,"Fri May 29 16:40:44 PDT 2009",0
"294","Just ready to chill and watch the game tonite ",4,"Fri May 29 12:07:36 PDT 2009",0
"295","oor at least some seeds ",4,"Fri Jun 05 11:19:44 PDT 2009",0
"296","@QueenOfZeeGeeks i am so jealous! ",0,"Wed Jun 17 22:07:34 PDT 2009",1
"297","@ReverendRogue Lol that would be great.. and very inventive of you! ",4,"Thu May 28 23:51:14 PDT 2009",1
"298","You know what i hate? When you are marathon comic reading only to find out that part 2 of a story is in a comic you dont get  #Batman686",0,"Thu Jun 18 19:11:09 PDT 2009",0
"299","is leaving the beach ",0,"Sat Jun 20 07:22:35 PDT 2009",0
"300","@tommcfly Now if I'd have been there in Amsterdam tonight instead of next Thurs you could have borrowed mine! ",4,"Sat Apr 18 13:39:37 PDT 2009",1
"301","@xconway I couldn't agree more, hehe! I'm tired  And it's really humid. Think a storm is coming! How are you?",0,"Wed Jun 17 14:05:34 PDT 2009",1
"302","I called it from the get-go. Shaq for Marion was never gonna work and it cost the Suns org. and its fans a helluva lot more than money ",0,"Thu Jun 25 01:09:47 PDT 2009",0
"303","Joined Paul on the West Yorkshire section of the Strawbale building tour yesterday afternoon ",4,"Sun May 17 23:56:14 PDT 2009",0
"304","It's good to be back ",4,"Fri May 22 01:00:55 PDT 2009",0
"305","@bigeyedfishie it was AMAZING!!! Had the best time  hope you had a good weekend too.",4,"Mon May 04 04:53:41 PDT 2009",1
"306","@redallisonblack you deserved to be in the top 3!! ",0,"Sun May 10 04:26:18 PDT 2009",1
"307","@christonowens good morning woman!  you upload that song yet??",4,"Sun Apr 19 05:49:20 PDT 2009",1
"308","countin' down the (42) days... ",4,"Thu May 14 03:02:05 PDT 2009",0
"309","@denisebogarin Yo Densie! Welcome to Twitter. ",4,"Fri May 22 05:48:46 PDT 2009",1
"310","homework ",0,"Tue Jun 02 12:31:22 PDT 2009",0
"311","Is this a bad time? I know it is getting near dinner time for many  #CGFT",0,"Sun May 31 15:03:44 PDT 2009",0
"312","http://twitpic.com/7j3sc - Good morning  Isnt it gorgeous today? Look at the view i woke up to. I love it.. It always makes me more ea ...",4,"Tue Jun 16 00:40:12 PDT 2009",0
"313","@phpurvis awwwk I don't  I don't think it was fixable anyways haha :p",0,"Sun Jun 21 04:50:00 PDT 2009",1
"314","I'm watching the clowns on big brother ",4,"Mon Jun 15 14:15:00 PDT 2009",0
"315","@jordanknight OMG Jordan I NEED to win my way onto that ship, I HAVE to be there, and I'm broke!  Love you!!",0,"Thu Jun 18 13:21:18 PDT 2009",1
"316","well i guess ill just hang out @ home and do nothing ...blah ",0,"Sun Apr 19 10:24:36 PDT 2009",1
"317","I live by a railway line, and I always hear trains at this time, but the never any running this late? Wtf hah  cargo trains, I hate you!",0,"Fri May 29 18:55:24 PDT 2009",0
"318","@missfree Thanks Freeeeeeeeeeeeeeeeeeeee ",4,"Sun May 10 10:04:31 PDT 2009",1
"319","Supermarket, check! School Run, check!....now off to Target ",4,"Mon Jun 15 13:19:40 PDT 2009",0
"320","Awwww, my neighbor is having practice for her Quinceanera right now. That was a decade ago for me!! F**K!! I'm gettin old ",0,"Sat Jun 06 15:24:27 PDT 2009",0
"321","is sat in Admin today doing Warranty calls, i miss by Buying Team ",0,"Fri Jun 19 02:33:49 PDT 2009",0
"322","@EsmeWeatherwax Thank you, as Az said, I needed it ",4,"Mon Jun 01 02:46:10 PDT 2009",1
"323","Finally added the avatar to my accounts. Probably it was a bug for the last 2 days, but I couldn't do that ",0,"Tue Jun 02 06:04:34 PDT 2009",0
"324","Dreading work ",0,"Sat May 30 10:57:48 PDT 2009",0
"325","My twitterfon doesn't show ads  http://twitpic.com/5oszb",4,"Fri May 22 06:05:16 PDT 2009",0
"326","In a bad mood, the mosaic competition didnt go so well.We need anum, BADLY  Hoping we go through to next round in London (yn)",0,"Thu Jun 18 09:14:02 PDT 2009",0
"327","@danielaafer i cant live witout u  what will i do tomorrow? ",0,"Tue Jun 02 16:37:50 PDT 2009",1
"328","Just landed in SEATTLE about to work the flight to BOSTON then layover. Long night!  Tweet with ya lataz!",0,"Fri May 01 23:04:41 PDT 2009",0
"329","@gmarotta shoulda just bought craftsman tool boxes ",4,"Sat Jun 06 10:28:00 PDT 2009",1
"330","Jay Leno's LAST NIGHT..Jay, you will be missed ",0,"Fri May 29 13:33:52 PDT 2009",0
"331","Last 3 days of school....I'm sad but happy but anxious..... ",0,"Fri May 29 14:27:30 PDT 2009",0
"332","@colombiancoffee not sure. I have a car situation, so my morning routine is screwy. ",0,"Sun Jun 07 19:20:52 PDT 2009",1
"333","We are now dressed and ready for the second breakfast of the day! Son demanding more food...  http://twitter.com/mustntgrumble/status ...",4,"Mon May 18 02:31:21 PDT 2009",0
"334","@gwensutton pack that lawn mower up and send it to me, i don't have one ",0,"Fri Jun 19 15:37:20 PDT 2009",1
"335","@JackAllTimeLow .. so i'm guessing you guys didn't find Nemo while you were there?  have fun in Hawaii, lucky. &lt;3",0,"Sun Jun 07 20:04:36 PDT 2009",1
"336","@weaksauce12 thanks for the photos! I hope that snow leo will be released soon ",4,"Sat May 30 12:38:55 PDT 2009",1
"337","Hmm yess, i should REALY be revising maths now but im not, im going to go and have fooood ",4,"Sun May 17 10:08:44 PDT 2009",0
"338","went to caloocan, purchased merchandises.. good thing my suppliers offered free delivery to our trucking..tired but worth it. ",4,"Tue Jun 16 03:21:11 PDT 2009",0
"339","@mokargas I seriously can not remember the last time we had such a gorgeous day weather wise. Peeps were out everywhere! ",4,"Sat Jun 06 00:31:46 PDT 2009",1
"340","Is very happy and doesnt care anymore ",4,"Mon Jun 15 02:06:57 PDT 2009",0
"341","@samanthafraser They've been WAY less than blech for the past three games ",0,"Sat Jun 06 16:04:26 PDT 2009",1
"342","Sleeeeeeeeeeeeeeep... and lots of it........ Always nice going to sleep when everyone else is starting their monday morning at work ",4,"Mon May 18 02:32:08 PDT 2009",0
"343","@atmb82 Oh no you're right   Mac versions all taken down http://mac.oldapps.com/itunes.php",0,"Mon Jun 01 16:57:25 PDT 2009",1
"344","@theDebbyRyan you should go to the summer sets show at chain reaction ",4,"Mon Jun 01 21:43:34 PDT 2009",1
"345","A bird just pooped on my foot ",0,"Fri May 29 17:46:27 PDT 2009",0
"346","@Lisa_Veronica Oh my goodness!, North Korea may fire a missile toward Hawaii and threaten all out war if America boards there ships. ",0,"Thu Jun 18 12:15:25 PDT 2009",1
"347","@inlowercase no.  And thanks.",4,"Tue May 26 23:13:15 PDT 2009",1
"348","@sazzxo i mean on the satboards? i fort ud b sumfin lyk thesatz_luv_4eva938938344  ",0,"Sun May 31 05:01:30 PDT 2009",1
"349","@jimeh I'm super curious. Where are all the push activated apps? ",0,"Wed Jun 17 12:26:49 PDT 2009",1
"350","only 4 more days left of school!!!!!! 4 days of goofin off and doin absolutely nothing!!      what could be better?? ",4,"Mon Jun 01 03:37:13 PDT 2009",0
"351","I am deffo having a busted day today. Theyre bloody everywhere!! James is soo cute and i love it when matt falls out the tree! Lovingly ",4,"Sun Jun 07 04:32:51 PDT 2009",0
"352","@SensitivePantry Dairy. I'd go crazy without cheese. ",4,"Sun May 31 17:26:18 PDT 2009",1
"353","Maths Asinment ",0,"Sat Jun 20 04:32:08 PDT 2009",0
"354","@SamanthaMulder Welcome back to #Heroes!! ",4,"Fri May 22 06:00:48 PDT 2009",1
"355","@Slaus hey now  Im serious its a wrap in my closet right now",0,"Sat Jun 06 22:53:20 PDT 2009",1
"356","@hot30 if i rocked up on thursday. would you let me in ",4,"Tue Jun 02 04:09:34 PDT 2009",1
"357","nighty night twitter peeps. sweet dreams, may god bless you all and hope everyone had a blessed day. ",4,"Sun Jun 07 00:11:36 PDT 2009",0
"358","This day is moving pretty swiftly! I like ",4,"Mon Jun 01 08:37:21 PDT 2009",0
"359","@gashead says I should be getting Dave, Dave ja vu, 4music and a load of others but I'm not  I'll try a rescan or something.",0,"Mon Jun 01 15:54:30 PDT 2009",1
"360","Its times like these that I miss Manila. I'm not feeling up to myself lately ",0,"Fri May 29 02:39:53 PDT 2009",0
"361","MTV Movie awards! Twilight won! xD Hahaha Love it! ",4,"Mon Jun 01 12:21:32 PDT 2009",0
"362","Will probably end up taking my mom to the hospitial. Its not the flu. There's something seriously wrong ",0,"Mon Jun 01 06:13:33 PDT 2009",0
"363","@ddlovato http://twitpic.com/6g3tt - i love you!! you look so pretty hereeee  xx",4,"Tue Jun 02 11:26:06 PDT 2009",1
"364","#FF Twittet commute: Bad Girl  Donna Summer Toot Toot Hey Beep Beep ",4,"Fri Jun 05 14:51:17 PDT 2009",0
"365","@brownngirl YW! Girl, I just realized last week, I FF browngirl, and not brownngirl which is you. I made up for it this week! ",4,"Fri Jun 05 10:18:44 PDT 2009",1
"366","@vicki24 Great to meet you toooo!  I LOVED the show also! It was so great- I wanna go again!  ",4,"Sun Jun 07 03:40:45 PDT 2009",1
"367","@mrsdilkington ",0,"Sun Jun 21 03:27:27 PDT 2009",1
"368","@gwenbeattie Oh, I was thinking flu or morning sickness...forgot about hangovers   I haven't had one in over 20 years ",4,"Sun May 17 11:59:56 PDT 2009",1
"369","@chrisbrogan me neither, but I thought it was *big news* to read/learn how Twitter's staff underutilizes their own f'in service  @rww",4,"Sat Jun 06 14:29:38 PDT 2009",1
"370","Hey #wowinsider Elos everyone   (wowinsider live &gt; http://ustre.am/1m2Z)",4,"Sun May 03 06:44:22 PDT 2009",0
"371","argh!! ma fingers smell like poo,  school ending! yay! / Boo!  ANSWER ME NICOLE! - shes in hawaii ",0,"Fri Jun 05 15:58:59 PDT 2009",0
"372","Im determined tohave a good day. I hope everyone else does too! ",4,"Fri May 22 07:54:10 PDT 2009",0
"373","Irritating, there are javascript errors on linkedin.com that internet explorer wants me to debug every time I go there ",4,"Sat May 30 07:37:04 PDT 2009",0
"374","@jennibenn1 it's so annoying. It was songs that I really wanted too.  owell. LOL.",0,"Sat Jun 20 17:28:18 PDT 2009",1
"375","twitter is so odd....i dont get it ",0,"Fri May 29 21:08:35 PDT 2009",0
"376","Ugh tired and headachy. Kind of want to go for a run though. Can't  Too much to do.",0,"Tue Jun 16 16:29:13 PDT 2009",0
"377","Good choice Sir Alan, I loved The Apprentice this evening. Glad Yasmina won, and not the obvious choice Kate  #apprentice",4,"Sun Jun 07 14:06:52 PDT 2009",0
"378","@lawrencedudley now it's ruined  was really important",0,"Sat Jun 20 05:56:44 PDT 2009",1
"379","local bike shop to the rescue! changing a bottom bracket and chainset is not easy without a workstand. so thanks to the edge in lancaster ",4,"Sat May 02 03:26:24 PDT 2009",0
